,carat,cut,color,clarity,depth percentage,table,length,width,depth,price
34619,0.27,3,5,5,61.5,58.0,4.17,4.22,2.58,470
35787,0.36,4,2,8,61.6,56.0,4.56,4.59,2.82,912
48163,0.57,4,3,5,59.3,57.0,5.42,5.45,3.23,1942
6253,0.93,3,4,3,58.8,60.0,6.49,6.37,3.78,4010
51380,0.7,3,2,5,61.9,56.0,5.7,5.67,3.52,2367
48121,0.56,1,5,5,61.7,65.0,5.21,5.23,3.22,1938
28495,0.3,4,4,5,61.9,55.0,4.28,4.3,2.66,673
4053,0.35,4,2,4,61.2,56.0,4.53,4.56,2.78,571
43422,0.57,3,2,4,60.1,61.0,5.4,5.29,3.21,1414
27857,0.32,4,4,5,61.1,57.0,4.42,4.45,2.71,652
48523,0.54,4,3,6,61.8,56.0,5.23,5.25,3.24,1985
12828,1.0,3,4,4,61.3,59.0,6.39,6.35,3.9,5347
11247,1.28,4,0,3,61.2,57.0,7.02,6.96,4.28,4967
38507,0.5,0,4,2,65.5,54.0,5.06,4.92,3.25,1031
4996,0.58,4,6,7,62.2,56.0,5.34,5.36,3.33,3741
10132,1.12,4,4,2,61.6,57.0,6.68,6.66,4.11,4720
40740,0.54,1,5,2,63.8,54.0,5.17,5.18,3.3,1163
45600,0.5,1,3,6,61.2,63.3,5.06,5.08,3.1,1690
1668,0.72,2,3,5,60.1,63.0,5.86,5.82,3.51,3024
35553,0.35,4,3,5,62.6,54.0,4.56,4.52,2.84,906
31527,0.34,3,5,3,61.9,59.0,4.48,4.44,2.76,765
45819,0.53,4,2,8,60.2,56.0,5.29,5.32,3.19,1712
27375,0.29,4,6,5,62.9,55.0,4.25,4.21,2.66,647
49621,0.32,2,4,2,63.1,56.0,4.38,4.34,2.75,540
816,0.71,3,5,3,59.1,61.0,5.84,5.8,3.44,2863
16866,1.07,3,3,5,62.0,58.0,6.59,6.53,4.07,6730
28727,0.31,4,5,4,61.6,57.0,4.35,4.38,2.69,680
7184,1.01,2,1,3,59.7,60.0,6.49,6.55,3.89,4186
44641,0.24,2,5,7,60.6,59.0,4.0,4.02,2.43,521
34718,0.37,1,6,3,63.7,55.0,4.59,4.55,2.91,874
42616,0.32,4,2,4,62.0,55.0,4.39,4.42,2.73,505
52689,0.71,3,5,3,60.1,60.0,5.78,5.73,3.45,2552
30066,0.4,1,2,2,63.8,57.0,4.7,4.67,2.99,720
7744,1.24,3,5,2,60.8,57.0,6.98,6.94,4.23,4278
26718,0.32,4,4,4,61.1,57.0,4.4,4.44,2.7,645
42882,0.39,4,3,7,60.7,56.0,4.73,4.77,2.88,1359
39609,0.35,4,5,2,61.7,56.0,4.53,4.55,2.8,491
30516,0.31,2,6,3,63.5,55.0,4.3,4.27,2.72,732
8637,0.93,1,3,3,63.8,58.0,6.09,6.14,3.9,4452
72,0.3,3,2,3,62.9,59.0,4.28,4.24,2.68,554
17444,1.04,3,3,5,62.0,56.0,6.53,6.46,4.03,6996
36743,0.38,4,6,4,61.5,56.0,4.66,4.7,2.88,954
8371,0.31,1,4,4,63.7,59.0,4.26,4.31,2.73,583
3292,0.95,2,0,5,62.4,57.0,6.25,6.29,3.91,3365
16271,1.01,1,3,5,64.0,60.0,6.29,6.33,4.04,6509
39703,0.58,0,4,2,64.7,56.0,5.31,5.24,3.41,1088
13037,0.36,3,4,3,61.1,59.0,4.55,4.59,2.79,600
15093,1.01,4,3,5,62.4,56.0,6.37,6.42,3.99,6066
15059,0.3,3,4,4,61.6,58.0,4.29,4.31,2.65,605
9032,0.41,4,0,4,61.7,55.0,4.79,4.81,2.96,587
47544,0.52,4,4,5,62.2,55.0,5.18,5.14,3.21,1872
13699,1.2,1,1,5,64.8,58.0,6.6,6.65,4.29,5600
29313,0.31,3,2,5,61.4,56.0,4.39,4.37,2.69,698
41859,0.59,2,1,3,61.7,55.2,5.39,5.41,3.33,1257
1227,0.75,0,5,4,56.0,67.0,6.18,6.08,3.43,2940
50420,0.55,4,4,6,60.7,56.0,5.31,5.34,3.23,2259
10495,1.02,4,1,5,60.2,57.0,6.56,6.49,3.93,4798
30122,0.32,4,3,4,62.5,56.0,4.42,4.38,2.75,720
8360,1.01,1,5,3,64.1,59.0,6.31,6.35,4.06,4399
9670,1.11,4,1,3,62.3,56.0,6.59,6.64,4.12,4645
11818,1.0,1,6,3,64.2,60.0,6.22,6.28,4.01,5093
36076,0.4,2,3,6,61.6,58.0,4.73,4.78,2.93,925
7859,1.01,2,2,3,62.5,58.0,6.35,6.38,3.98,4306
8250,1.24,0,4,2,64.9,60.0,6.7,6.63,4.32,4375
2729,0.31,4,6,3,61.7,55.0,4.37,4.41,2.71,565
39214,0.42,2,6,5,60.7,60.0,4.81,4.88,2.94,1066
13161,1.01,2,6,3,61.6,60.0,6.43,6.47,3.97,5443
36980,0.38,4,4,6,61.3,55.0,4.71,4.72,2.89,963
5759,1.01,3,4,2,58.3,58.0,6.56,6.55,3.82,3897
49307,0.3,4,1,7,61.8,54.0,4.32,4.35,2.68,540
4498,0.9,3,2,3,60.0,56.0,6.33,6.27,3.78,3629
31710,0.41,3,5,2,60.6,60.0,4.83,4.8,2.92,771
35168,0.31,4,3,8,62.2,55.0,4.35,4.4,2.72,891
49350,0.7,4,0,3,61.0,56.0,5.69,5.82,3.51,2096
33022,0.3,4,6,6,62.0,53.0,4.33,4.35,2.69,814
8489,0.9,2,5,4,62.8,57.0,6.13,6.16,3.86,4419
39629,0.35,1,2,3,63.1,58.0,4.46,4.51,2.83,491
53268,0.7,3,4,4,60.5,58.0,5.78,5.76,3.49,2648
31974,0.26,2,5,4,63.2,56.0,4.06,4.1,2.58,453
7890,1.21,2,0,3,62.7,57.0,6.72,6.77,4.23,4312
43665,0.5,4,4,4,62.7,57.0,5.08,5.1,3.19,1436
34429,0.3,4,3,8,60.9,57.0,4.35,4.39,2.66,863
45240,0.53,4,6,4,61.4,56.0,5.18,5.21,3.19,1659
42860,0.5,2,4,4,60.8,61.0,5.04,5.09,3.08,1357
49012,0.62,4,2,6,62.0,56.0,5.46,5.48,3.39,2052
49483,0.7,1,5,2,61.0,64.0,5.63,5.69,3.45,2116
14782,1.21,3,2,3,62.5,58.0,6.75,6.72,4.21,5948
51083,0.77,2,4,2,59.7,57.0,5.97,6.05,3.59,2334
4442,1.03,0,2,3,65.1,57.0,6.43,6.36,4.16,3617
32459,0.36,4,3,6,61.5,55.0,4.58,4.62,2.83,794
7809,0.56,4,6,8,61.9,57.0,5.28,5.31,3.28,4293
36279,0.32,1,6,2,63.7,56.0,4.33,4.34,2.76,477
34330,0.41,2,3,3,63.4,57.0,4.73,4.7,2.99,861
38282,0.28,2,4,4,61.7,58.0,4.17,4.19,2.58,487
837,0.82,3,4,2,59.7,57.0,6.14,6.12,3.66,2867
6814,1.01,0,5,2,64.7,55.0,6.37,6.3,4.1,4118
29668,0.35,2,3,5,60.7,61.0,4.54,4.58,2.77,706
2215,0.8,2,2,5,62.7,56.0,5.88,5.96,3.71,3144
43596,0.31,4,1,5,62.4,53.0,4.33,4.36,2.71,507
47347,0.5,4,6,4,61.9,57.0,5.09,5.06,3.14,1845
42092,0.64,3,2,3,60.0,59.0,5.63,5.57,3.36,1274
891,0.7,4,4,5,61.0,55.0,5.77,5.73,3.51,2874
5689,1.01,2,1,3,62.8,58.0,6.37,6.4,4.01,3888
94,0.78,2,3,2,63.8,56.0,5.81,5.85,3.72,2759
31193,0.36,3,5,3,62.2,59.0,4.57,4.53,2.83,756
1832,0.7,2,5,5,61.1,55.0,5.72,5.77,3.51,3061
44469,0.52,1,4,5,58.6,63.0,5.27,5.34,3.11,1594
30222,0.33,3,5,4,61.1,59.0,4.45,4.49,2.73,723
3655,0.85,4,5,2,60.7,55.0,6.14,6.19,3.74,3441
36088,0.44,3,1,7,61.5,58.0,4.87,4.95,3.02,926
51614,0.53,2,4,8,59.6,58.0,5.28,5.32,3.16,2395
36749,0.33,4,4,7,61.9,55.0,4.42,4.44,2.74,955
31643,0.25,2,3,7,63.7,54.0,3.98,4.03,2.55,451
50631,0.23,2,5,4,60.8,58.0,3.98,4.02,2.43,402
12086,1.44,3,5,1,61.1,62.0,7.23,7.15,4.39,5161
34892,0.31,4,6,4,61.8,56.0,4.39,4.35,2.7,879
50514,0.7,2,1,4,62.3,58.0,5.58,5.65,3.5,2273
31678,0.26,3,5,7,61.8,58.0,4.14,4.11,2.55,769
4883,0.97,1,0,4,60.0,56.0,6.4,6.46,3.86,3717
12562,1.52,4,2,2,59.9,55.0,7.54,7.45,4.49,5277
44217,0.57,3,4,3,61.8,57.0,5.34,5.31,3.29,1571
346,0.72,4,4,5,61.7,57.0,5.74,5.77,3.55,2804
8548,1.01,1,2,3,63.1,60.0,6.37,6.41,4.03,4432
2467,0.71,4,6,5,62.2,55.0,5.71,5.74,3.56,3192
44534,0.5,2,3,5,61.9,59.0,5.06,5.08,3.14,1603
30336,0.34,3,4,3,59.8,58.0,4.57,4.53,2.72,727
49357,0.51,4,4,6,61.8,56.0,5.13,5.16,3.18,2098
39259,0.3,4,6,7,61.3,57.0,4.32,4.29,2.64,1069
44784,0.5,2,5,4,61.2,63.0,5.14,5.09,3.13,1623
38620,0.31,1,2,4,63.1,57.0,4.27,4.32,2.71,489
17032,1.14,2,3,4,63.2,58.0,6.67,6.63,4.2,6803
46952,0.3,2,1,6,61.9,61.0,4.28,4.32,2.66,526
13722,0.38,4,5,2,61.5,55.0,4.69,4.72,2.89,603
6312,1.13,3,4,2,58.3,61.0,6.88,6.78,3.98,4025
47131,0.58,4,6,3,61.1,57.0,5.41,5.36,3.29,1829
4396,0.31,1,6,3,63.7,54.0,4.31,4.35,2.76,571
34379,0.41,3,1,7,61.5,59.0,4.75,4.81,2.94,863
36737,0.32,4,3,8,61.2,57.0,4.4,4.43,2.7,954
11544,1.22,2,0,3,62.2,59.0,6.77,6.8,4.22,5029
8492,0.9,4,5,4,62.1,57.0,6.15,6.18,3.83,4419
30886,0.33,4,5,3,63.0,54.0,4.42,4.38,2.77,743
15255,1.02,2,3,5,62.0,59.0,6.39,6.45,3.98,6126
116,0.8,3,4,2,61.7,58.0,5.98,5.94,3.68,2762
8955,1.02,2,3,2,63.8,55.0,6.37,6.4,4.07,4501
14751,1.23,4,2,3,62.3,57.0,6.85,6.89,4.28,5938
33883,0.3,4,5,4,62.4,57.0,4.33,4.29,2.69,844
16696,0.32,1,4,2,63.1,56.0,4.34,4.38,2.75,421
2402,0.7,2,5,5,63.8,57.0,5.61,5.65,3.59,3177
43825,0.51,3,5,3,58.8,58.0,5.28,5.23,3.09,1443
347,0.72,2,4,5,62.2,58.0,5.75,5.7,3.56,2804
6036,0.25,4,4,7,60.9,57.0,4.06,4.09,2.48,575
11145,1.04,4,1,3,61.9,54.0,6.51,6.57,4.05,4941
3167,0.75,4,4,3,61.8,56.0,5.84,5.87,3.62,3336
35471,0.33,4,3,6,62.6,53.0,4.45,4.43,2.78,901
609,0.71,3,4,5,59.1,61.0,5.84,5.81,3.44,2839
40713,0.41,2,6,6,62.5,54.0,4.79,4.81,3.0,1160
7295,1.05,4,0,4,62.3,56.0,6.55,6.51,4.07,4201
12745,1.33,3,3,2,59.2,62.0,7.22,7.16,4.26,5318
23718,0.25,2,4,6,62.8,54.0,4.0,4.03,2.52,633
9252,1.01,4,3,2,61.6,54.0,6.4,6.45,3.96,4560
47662,0.23,2,5,6,61.8,58.0,3.92,3.94,2.43,530
728,0.34,4,5,3,62.2,54.0,4.47,4.5,2.79,556
44288,0.52,3,2,5,59.2,60.0,5.27,5.23,3.11,1577
4177,0.9,3,4,2,61.3,59.0,6.16,6.11,3.76,3556
29184,0.3,4,5,5,62.1,58.0,4.26,4.28,2.65,694
53889,0.8,4,3,2,62.2,56.0,5.95,5.91,3.69,2749
45097,0.53,2,3,5,62.3,55.0,5.15,5.18,3.22,1648
43939,0.3,1,6,3,63.1,56.0,4.24,4.28,2.69,515
52946,0.7,2,5,4,60.2,57.0,5.77,5.82,3.49,2593
42102,0.51,1,4,3,64.1,58.0,5.03,5.02,3.22,1274
42573,0.5,0,3,5,60.3,66.0,5.13,5.09,3.08,1327
10235,0.91,2,6,3,62.3,60.0,6.15,6.21,3.85,4746
5075,1.01,3,3,2,62.9,57.0,6.39,6.33,4.0,3750
40593,0.28,4,3,4,62.2,54.0,4.21,4.24,2.63,497
5432,0.79,4,5,4,62.2,55.0,5.9,5.97,3.69,3827
9845,0.92,2,6,3,62.9,56.0,6.18,6.22,3.9,4676
776,0.7,3,6,4,59.6,61.0,5.8,5.77,3.45,2859
686,0.86,3,2,3,62.7,59.0,6.04,5.98,3.77,2851
3744,0.3,3,4,5,61.0,58.0,4.33,4.36,2.65,570
51541,0.78,1,3,3,63.9,64.0,5.82,5.7,3.68,2386
48955,0.7,2,2,3,62.0,60.0,5.65,5.7,3.52,2048
8624,0.9,2,6,3,63.4,57.0,6.13,6.1,3.88,4447
4548,0.85,4,4,4,62.4,57.0,6.13,6.01,3.79,3641
30083,0.32,4,1,6,61.5,56.0,4.42,4.4,2.71,720
17155,1.09,4,5,3,61.8,55.0,6.65,6.58,4.09,6849
43506,0.43,3,4,7,60.3,58.0,4.91,4.88,2.95,1422
1874,0.79,2,4,3,58.5,61.0,6.03,6.08,3.54,3073
16824,1.21,3,2,4,60.8,58.0,6.91,6.88,4.19,6710
29620,0.23,1,5,7,59.9,65.0,3.93,3.95,2.36,439
12142,1.01,2,4,3,62.7,57.0,6.32,6.38,3.98,5174
15924,1.31,3,2,4,62.1,58.0,7.01,6.86,4.31,6368
42599,0.5,1,5,3,58.5,59.0,5.2,5.23,3.05,1331
46227,0.5,2,6,4,62.8,58.0,5.05,5.08,3.18,1752
40974,0.5,4,3,2,60.7,56.0,5.13,5.18,3.13,1180
10493,1.02,3,2,2,62.6,58.0,6.44,6.4,4.02,4798
8369,0.97,3,3,3,62.6,58.0,6.24,6.18,3.89,4400
10217,1.15,3,2,2,61.6,60.0,6.72,6.75,4.15,4743
5787,1.01,1,2,2,57.9,59.0,6.64,6.59,3.83,3903
50033,0.72,2,2,3,63.0,58.0,5.68,5.71,3.59,2198
13480,1.01,4,5,3,60.8,56.0,6.48,6.51,3.95,5534
34203,0.33,3,4,4,61.9,57.0,4.44,4.42,2.74,854
44401,0.43,4,6,7,62.3,56.0,4.81,4.82,3.0,1584
13253,1.18,3,1,5,62.6,59.0,6.73,6.71,4.21,5477
28432,0.3,4,6,4,61.6,56.0,4.31,4.36,2.67,670
2989,0.73,4,2,8,62.2,54.0,5.76,5.82,3.6,3301
51989,0.25,2,5,6,63.2,59.0,3.98,4.0,2.52,548
12292,1.21,3,2,2,61.9,55.0,6.84,6.79,4.22,5218
31525,0.34,2,5,3,63.3,56.0,4.44,4.41,2.8,765
19700,0.37,4,0,5,62.4,55.0,4.64,4.59,2.88,624
13300,1.02,4,5,3,60.5,56.0,6.57,6.53,3.96,5493
47727,0.54,2,4,4,62.0,59.0,5.16,5.22,3.22,1889
11742,1.1,2,5,2,63.0,56.0,6.59,6.55,4.14,5073
35971,0.4,3,4,3,61.7,62.0,4.76,4.71,2.92,920
10549,1.04,3,6,2,61.0,59.0,6.54,6.51,3.98,4811
27977,0.3,2,5,4,62.4,57.0,4.24,4.29,2.66,658
5555,1.0,2,4,2,63.5,55.0,6.37,6.32,4.03,3858
10463,1.01,3,5,2,60.4,60.0,6.46,6.49,3.91,4790
34819,0.3,3,2,7,62.3,58.0,4.32,4.29,2.68,878
3976,0.73,4,5,5,61.9,56.0,5.78,5.81,3.59,3510
33723,0.42,2,6,2,63.1,56.0,4.8,4.74,3.01,838
38739,0.53,2,0,3,61.5,56.0,5.18,5.21,3.19,1044
47689,0.59,3,2,7,62.0,58.0,5.36,5.38,3.33,1883
45033,0.54,3,3,4,58.7,62.0,5.36,5.34,3.14,1637
7413,1.07,3,0,4,62.8,57.0,6.54,6.49,4.09,4224
4644,0.9,1,3,3,63.7,60.0,6.11,6.07,3.88,3669
6671,0.94,3,5,2,62.4,58.0,6.26,6.33,3.93,4098
15069,1.02,1,3,4,63.2,57.0,6.38,6.41,4.04,6058
44383,0.52,4,2,5,62.5,58.0,5.14,5.17,3.22,1582
33624,0.33,4,1,3,61.0,57.0,4.45,4.47,2.72,463
16351,0.3,2,2,4,63.5,58.0,4.27,4.24,2.7,608
8220,1.06,2,2,2,62.8,57.0,6.49,6.57,4.1,4372
3198,0.72,4,3,4,61.7,55.0,5.72,5.79,3.55,3344
49410,0.7,3,3,3,62.2,58.0,5.69,5.76,3.56,2106
9821,1.01,3,3,3,61.0,62.0,6.49,6.4,3.93,4672
6817,1.01,3,3,3,63.0,60.0,6.34,6.3,3.98,4118
27885,0.3,4,3,6,62.5,53.0,4.31,4.33,2.7,655
5855,0.7,2,6,7,61.5,63.0,5.78,5.64,3.51,3920
33094,0.37,4,2,7,62.0,53.0,4.63,4.66,2.88,815
57,0.3,2,1,3,62.6,57.0,4.25,4.28,2.67,405
1034,0.86,2,1,5,61.2,58.0,6.1,6.16,3.75,2905
6261,1.01,1,4,2,58.3,60.0,6.64,6.66,3.88,4011
44762,0.52,2,3,5,59.5,58.0,5.21,5.28,3.12,1621
11355,1.23,1,0,2,63.2,57.5,6.74,6.82,4.29,4992
30632,0.31,4,6,4,62.7,55.0,4.31,4.34,2.71,734
8816,1.16,3,4,2,61.9,59.0,6.71,6.66,4.14,4476
33912,0.3,3,5,4,62.8,59.0,4.26,4.24,2.67,844
45717,0.56,4,5,3,60.9,56.0,5.35,5.32,3.25,1698
31838,0.34,2,3,6,61.7,56.0,4.47,4.51,2.77,775
2626,0.72,4,4,4,61.1,56.0,5.92,5.8,3.55,3226
40123,0.41,4,4,6,61.4,56.0,4.76,4.81,2.94,1115
47481,0.65,4,5,3,61.8,55.0,5.57,5.6,3.45,1862
49757,0.7,1,5,2,63.1,56.0,5.63,5.66,3.56,2159
4836,0.9,2,1,4,58.7,60.0,6.28,6.35,3.71,3709
27761,0.32,4,2,4,61.3,55.0,4.44,4.4,2.71,648
29072,0.3,2,5,6,62.5,61.0,4.23,4.28,2.66,688
43883,0.46,4,3,7,60.7,57.0,4.98,5.03,3.04,1453
2628,0.86,2,2,3,59.7,59.0,6.14,6.23,3.69,3228
45409,0.51,4,2,5,62.0,56.0,5.14,5.17,3.2,1668
721,0.26,4,5,5,62.1,56.0,4.09,4.12,2.55,556
15060,1.07,4,4,3,62.3,53.0,6.57,6.59,4.1,6049
38923,0.51,3,4,2,58.1,59.0,5.26,5.24,3.05,1052
29965,0.31,2,2,3,61.4,55.0,4.36,4.44,2.7,446
50604,0.7,3,3,3,61.6,58.0,5.71,5.65,3.5,2285
35965,0.25,1,5,6,64.9,58.0,3.95,3.97,2.57,476
14735,1.25,4,2,2,62.2,55.4,6.89,6.94,4.29,5932
14677,1.02,4,3,4,62.6,57.0,6.43,6.41,4.02,5922
47659,0.23,2,5,7,61.1,60.0,3.95,4.01,2.43,530
28241,0.33,3,2,6,61.6,58.0,4.42,4.45,2.73,666
36355,0.5,0,4,2,65.8,57.0,4.97,4.83,3.23,938
6058,0.32,4,1,4,62.9,57.0,4.4,4.37,2.76,576
9346,1.02,3,6,2,59.3,60.0,6.56,6.52,3.88,4583
685,0.87,2,4,2,61.0,63.0,6.22,6.07,3.75,2851
1841,0.71,3,5,4,62.2,59.0,5.71,5.61,3.52,3062
27031,0.32,2,3,5,62.1,55.0,4.41,4.44,2.75,645
17982,1.2,3,5,3,60.9,57.0,6.86,6.8,4.16,7274
5788,1.01,3,4,2,61.1,57.0,6.48,6.44,3.95,3903
18051,0.34,4,2,5,62.4,55.0,4.48,4.5,2.8,615
14731,1.22,3,2,4,62.7,58.0,6.77,6.73,4.23,5930
36582,0.33,4,3,8,61.2,56.0,4.47,4.51,2.75,946
34349,0.33,4,1,8,61.2,56.0,4.46,4.49,2.74,862
12354,1.24,2,2,2,61.0,59.0,6.93,7.0,4.25,5231
37138,0.37,3,5,4,60.2,58.0,4.68,4.65,2.81,971
1103,0.71,2,6,3,61.7,56.0,5.68,5.8,3.54,2913
6426,1.01,4,5,2,61.7,57.0,6.5,6.47,4.0,4044
13805,1.13,2,2,4,61.7,56.0,6.65,6.73,4.13,5625
52277,0.72,3,4,3,60.1,59.0,5.83,5.81,3.5,2492
31531,0.34,4,5,3,62.7,55.0,4.47,4.46,2.8,765
38966,0.27,4,3,4,61.6,54.0,4.17,4.2,2.58,490
51117,0.97,0,4,2,67.2,61.0,6.09,6.0,4.06,2338
47747,0.54,2,6,4,61.1,55.0,5.24,5.37,3.24,1892
52772,0.8,4,4,2,61.8,56.0,5.97,6.0,3.7,2564
6309,1.23,4,2,1,61.8,56.0,6.85,6.91,4.25,4025
241,1.01,0,5,1,64.5,58.0,6.29,6.21,4.03,2788
17604,1.23,3,2,4,62.9,57.0,6.84,6.77,4.28,7089
44213,0.42,4,3,6,61.7,56.0,4.84,4.88,3.0,1571
35913,0.39,4,4,3,61.3,56.0,4.69,4.72,2.88,919
4574,0.76,4,5,5,60.5,56.0,5.94,5.99,3.61,3649
28654,0.32,2,3,7,60.9,57.0,4.41,4.44,2.69,676
7249,1.18,3,0,2,61.3,60.0,6.78,6.83,4.17,4197
16623,1.07,3,3,4,62.5,57.0,6.58,6.5,4.09,6644
15163,1.24,4,2,3,62.5,56.0,6.92,6.88,4.31,6095
9584,1.0,2,6,2,63.2,57.0,6.24,6.32,3.97,4628
37619,0.24,2,5,7,63.1,55.0,3.96,4.0,2.51,485
18117,1.58,0,2,3,64.7,58.0,7.28,7.22,4.69,7333
30134,0.32,3,3,4,62.5,58.0,4.38,4.36,2.73,720
29531,0.37,4,4,5,61.0,55.0,4.66,4.69,2.85,703
36688,0.39,3,3,5,61.7,62.0,4.69,4.65,2.88,951
44041,0.55,2,2,4,62.0,55.2,5.28,5.31,3.28,1548
50147,0.64,4,5,3,60.9,57.0,5.56,5.58,3.39,2215
38371,0.5,2,0,4,63.4,58.0,5.07,5.02,3.2,1023
47478,0.6,4,3,4,60.4,57.0,5.49,5.51,3.32,1861
14140,1.26,2,2,2,62.2,57.0,6.86,6.9,4.28,5736
18441,1.11,2,3,5,61.5,57.6,6.66,6.7,4.11,7503
601,0.7,2,5,3,63.5,59.0,5.53,5.49,3.5,2838
15689,1.04,3,3,4,62.5,58.0,6.47,6.43,4.03,6290
38595,0.52,3,5,1,60.8,60.0,5.2,5.17,3.15,1037
32134,0.44,2,3,3,60.3,58.0,4.94,4.99,2.99,786
50605,0.7,3,3,3,61.6,61.0,5.7,5.63,3.49,2285
13097,1.21,4,0,5,62.3,55.0,6.86,6.81,4.26,5421
29030,0.31,4,2,7,62.3,54.0,4.37,4.4,2.73,687
5921,1.0,1,3,2,57.4,60.0,6.63,6.53,3.78,3941
35990,0.42,4,3,5,61.9,56.0,4.77,4.82,2.97,921
12224,1.0,3,4,3,61.6,60.0,6.31,6.41,3.9,5197
1457,0.76,4,5,2,62.1,56.0,5.85,5.88,3.64,2978
27974,0.3,4,5,4,61.3,57.0,4.29,4.33,2.64,658
49761,0.7,3,2,2,58.8,59.0,5.92,5.84,3.44,2159
29229,0.32,2,4,5,62.3,55.0,4.38,4.42,2.74,696
12075,1.01,4,2,3,61.8,54.0,6.48,6.44,3.99,5158
16857,1.43,0,1,5,50.8,60.0,7.73,7.25,3.93,6727
8403,1.06,4,2,2,60.1,59.0,6.65,6.63,3.99,4401
30323,0.36,2,3,5,61.2,60.0,4.56,4.59,2.8,726
11217,0.93,3,4,4,61.7,58.0,6.22,6.29,3.86,4961
42254,0.5,1,5,3,62.5,59.0,5.04,5.07,3.16,1293
2310,0.92,3,2,3,60.7,59.0,6.34,6.25,3.82,3165
17687,1.06,3,3,5,62.8,56.0,6.52,6.47,4.08,7130
47468,0.72,3,1,3,60.8,58.0,5.83,5.78,3.53,1858
11388,0.34,4,3,4,62.2,53.0,4.46,4.51,2.79,596
6572,1.0,3,5,2,62.6,56.0,6.43,6.39,4.01,4077
44616,0.53,4,3,4,60.1,54.0,5.31,5.3,3.19,1607
12590,1.04,1,5,3,63.5,56.0,6.37,6.41,4.06,5285
31657,0.32,4,5,4,61.4,56.0,4.45,4.41,2.72,768
15943,1.66,4,0,2,60.8,57.0,7.68,7.65,4.66,6377
49051,0.51,4,6,4,62.5,56.0,5.13,5.11,3.2,2056
17242,1.0,3,4,4,60.7,58.0,6.45,6.36,3.89,6899
48614,0.79,3,2,2,61.6,58.0,5.98,5.94,3.67,1998
49634,0.32,3,1,3,59.9,61.0,4.47,4.44,2.67,540
5400,1.01,4,0,3,62.9,56.0,6.4,6.35,4.01,3818
40875,0.5,2,1,4,61.7,58.0,5.08,5.13,3.15,1176
44322,0.33,4,2,4,60.7,57.0,4.46,4.5,2.72,521
39411,0.41,4,4,5,61.3,55.0,4.83,4.79,2.95,1076
44141,0.51,4,4,4,62.7,57.0,5.11,5.06,3.19,1562
14758,1.01,3,6,3,62.8,60.0,6.42,6.36,4.01,5939
4280,1.0,3,2,2,61.3,57.0,6.45,6.4,3.94,3584
43087,0.51,3,5,3,62.4,59.0,5.07,5.12,3.18,1381
11605,1.0,2,2,4,59.7,59.0,6.52,6.57,3.91,5046
6184,0.95,4,2,2,59.3,59.0,6.42,6.46,3.82,3994
46953,0.3,3,5,3,59.5,58.0,4.39,4.42,2.62,526
7164,0.9,3,3,4,60.9,58.0,6.34,6.19,3.79,4183
11470,1.02,2,1,4,62.1,59.0,6.37,6.44,3.98,5013
13891,1.06,4,4,3,62.1,57.0,6.51,6.53,4.05,5655
8841,0.9,1,3,5,63.9,60.0,6.09,6.14,3.91,4479
42742,0.51,1,5,3,63.9,56.0,5.07,5.11,3.25,1343
2683,0.9,2,2,3,63.2,61.0,6.12,6.03,3.84,3242
16800,1.0,2,4,4,63.2,56.0,6.32,6.37,4.01,6701
39560,0.45,0,4,4,64.3,59.0,4.8,4.75,3.07,1080
14739,1.15,1,2,5,64.3,54.0,6.66,6.62,4.27,5935
45068,0.55,4,5,4,59.3,57.0,5.39,5.43,3.21,1643
14051,0.31,3,3,4,58.8,62.0,4.41,4.4,2.59,605
28685,0.3,1,3,6,62.6,58.0,4.25,4.28,2.67,678
43481,0.5,3,5,4,61.8,59.0,5.07,5.02,3.12,1420
32346,0.36,4,5,4,61.9,56.0,4.56,4.59,2.83,789
42566,0.62,4,3,2,62.1,55.0,5.46,5.49,3.4,1327
51336,0.55,4,5,6,61.1,57.0,5.25,5.29,3.22,2362
992,1.01,4,1,1,61.5,57.0,6.46,6.45,3.97,2896
43546,0.53,3,4,3,62.0,59.0,5.23,5.16,3.22,1428
53346,0.57,4,4,8,61.3,56.0,5.32,5.36,3.28,2656
6074,0.91,4,5,2,61.5,56.0,6.2,6.23,3.82,3968
7908,0.9,4,3,2,60.7,57.0,6.19,6.33,3.8,4314
29452,0.3,1,5,7,61.5,62.0,4.28,4.34,2.65,702
32835,0.35,4,3,4,61.3,56.0,4.55,4.58,2.8,807
2936,0.77,1,5,4,63.4,57.0,5.8,5.84,3.69,3291
3998,0.7,4,2,7,61.5,57.0,5.69,5.73,3.51,3517
4511,1.06,0,3,2,65.3,62.0,6.33,6.25,4.11,3633
16072,1.02,4,3,4,62.8,57.0,6.36,6.45,4.02,6418
10458,0.9,4,5,4,62.3,57.0,6.19,6.17,3.85,4788
36909,0.42,4,1,8,61.7,55.0,4.83,4.86,2.99,961
46207,0.51,2,3,6,62.9,57.0,5.06,5.12,3.2,1750
34339,0.3,4,5,7,62.1,57.0,4.27,4.29,2.66,862
35898,0.32,4,3,8,62.1,55.0,4.4,4.46,2.75,918
36200,0.35,4,2,8,60.8,56.0,4.61,4.63,2.81,931
35910,0.4,4,1,5,61.9,55.0,4.74,4.77,2.94,919
14040,0.31,2,4,4,61.1,58.1,4.33,4.37,2.66,605
