carat,cut,color,clarity,depth percentage,table,length,width,depth,price
1.07,4,0,4,61.6,56.3,6.55,6.59,4.04,4602
0.45,3,0,2,60.9,57.0,4.95,4.9,3.05,720
0.31,4,5,6,62.0,54.0,4.38,4.4,2.72,791
1.5,0,2,2,64.6,59.0,7.2,7.11,4.62,6250
0.9,2,3,4,59.0,58.0,6.25,6.29,3.7,3910
1.02,4,2,3,59.8,58.0,6.56,6.58,3.93,5505
0.5,2,4,6,60.4,61.0,5.12,5.14,3.1,1778
0.85,4,5,2,62.8,57.0,6.06,6.01,3.79,3189
0.4,2,6,3,63.1,57.0,4.73,4.69,2.97,924
1.0,0,6,3,64.9,59.0,6.2,6.13,4.0,4704
0.31,4,3,7,60.7,57.0,4.37,4.4,2.66,816
0.5,3,5,5,62.2,58.0,5.03,5.06,3.14,1675
0.81,3,6,2,61.7,58.0,5.97,5.93,3.67,2994
0.72,4,1,7,61.3,57.0,5.77,5.75,3.53,2678
0.29,4,2,5,62.4,54.0,4.23,4.26,2.65,464
1.26,3,1,2,60.1,59.0,7.03,6.99,4.21,5207
0.42,3,5,2,60.1,58.0,4.91,4.87,2.94,838
1.23,4,2,4,62.2,55.0,6.85,6.81,4.25,7260
1.0,4,4,2,61.2,57.0,6.39,6.48,3.94,4372
1.05,2,2,4,63.3,56.0,6.48,6.41,4.08,5614
0.91,2,3,2,62.9,54.0,6.14,6.22,3.89,3615
1.03,4,4,2,61.9,56.0,6.47,6.43,3.99,4280
0.32,4,3,6,61.5,57.0,4.39,4.43,2.71,730
0.75,3,0,5,61.6,57.0,5.88,5.84,3.61,1998
0.4,2,2,3,62.8,59.0,4.67,4.69,2.94,666
0.62,4,4,3,62.7,54.0,5.47,5.53,3.45,1637
1.04,4,1,3,61.4,55.0,6.5,6.59,4.02,4423
0.9,2,2,4,62.8,58.0,6.13,6.17,3.86,3878
0.42,4,5,3,61.5,55.0,4.82,4.9,2.99,773
0.3,2,6,3,61.3,60.0,4.26,4.32,2.63,552
1.0,2,3,4,60.8,55.0,6.46,6.49,3.94,6296
0.32,3,0,4,61.9,59.0,4.38,4.35,2.7,504
0.7,1,6,4,64.1,59.0,5.49,5.56,3.54,3087
1.5,1,0,2,63.7,58.0,7.19,7.13,4.56,5107
1.01,3,5,4,60.4,57.0,6.49,6.45,3.91,6697
0.8,4,4,3,61.0,56.0,5.98,6.05,3.67,3137
0.3,4,5,6,61.7,55.0,4.28,4.31,2.65,789
1.01,2,6,2,62.0,57.0,6.41,6.46,3.99,5656
0.58,4,4,3,62.3,54.0,5.36,5.39,3.35,1401
0.23,4,4,6,61.6,54.0,3.97,3.99,2.45,650
0.5,3,3,5,59.8,58.0,5.15,5.19,3.09,1624
0.41,3,6,6,62.2,58.0,4.8,4.78,2.98,1181
0.51,3,3,3,60.9,58.0,5.21,5.14,3.15,1281
0.3,4,5,6,62.2,54.4,4.3,4.32,2.68,779
0.24,2,4,5,63.0,59.0,3.93,3.97,2.49,419
0.54,4,4,7,60.5,55.0,5.31,5.33,3.22,2356
0.52,2,3,4,61.9,59.0,5.12,5.16,3.18,1408
0.59,4,1,4,61.8,56.0,5.39,5.42,3.34,1371
0.4,4,5,3,61.8,56.0,4.71,4.74,2.92,737
1.01,1,5,2,63.2,59.0,6.34,6.38,4.02,4479
0.7,3,1,2,62.1,60.0,5.65,5.62,3.5,1724
0.72,2,6,4,61.8,58.0,5.73,5.76,3.55,3075
0.3,4,4,3,60.9,55.0,4.34,4.38,2.66,550
0.4,3,2,5,62.7,59.0,4.71,4.63,2.93,938
1.21,3,2,2,61.9,55.0,6.84,6.79,4.22,5218
0.57,3,1,2,62.1,57.0,5.33,5.29,3.3,1097
0.33,3,5,8,60.8,58.0,4.49,4.46,2.72,1207
1.05,2,6,4,62.9,57.0,6.39,6.51,4.06,6373
0.43,2,4,3,62.9,59.0,4.79,4.84,3.03,792
1.5,3,2,2,61.8,57.0,7.34,7.31,4.53,6443
0.42,4,5,2,62.9,56.0,4.8,4.77,3.01,898
0.43,4,6,4,61.8,56.0,4.83,4.81,2.98,1129
0.51,3,5,3,61.3,54.0,5.18,5.13,3.16,1546
1.04,4,3,4,60.7,56.0,6.59,6.54,3.99,7415
0.4,3,3,3,59.4,60.0,4.85,4.82,2.87,870
0.26,2,5,4,60.4,58.0,4.15,4.19,2.52,452
0.52,2,6,3,60.5,61.0,5.19,5.23,3.15,1408
0.37,3,4,4,61.9,59.0,4.61,4.57,2.84,957
0.3,1,6,2,63.3,57.0,4.26,4.3,2.71,447
0.71,3,6,3,59.7,59.0,5.8,5.82,3.47,2913
0.57,4,5,6,62.3,54.0,5.3,5.35,3.32,2615
1.2,2,1,7,62.6,56.0,6.7,6.74,4.21,7080
0.7,4,3,7,61.6,57.0,5.69,5.73,3.52,3763
0.41,4,2,3,62.4,56.0,4.78,4.74,2.97,876
0.59,1,6,3,63.8,57.0,5.31,5.26,3.37,1431
0.5,1,5,5,61.0,61.0,5.07,5.12,3.11,1714
1.06,4,2,2,60.6,55.0,6.62,6.65,4.02,4622
0.4,2,6,5,64.0,57.0,4.66,4.69,2.99,995
1.03,4,2,2,60.5,57.0,6.58,6.52,3.96,3692
0.31,3,3,3,61.4,58.0,4.31,4.35,2.66,462
0.7,2,3,4,58.2,60.0,5.84,5.78,3.38,2282
0.36,4,5,4,61.3,56.0,4.59,4.61,2.82,718
0.61,2,5,4,60.1,60.0,5.5,5.54,3.32,1884
0.71,4,3,7,61.7,57.0,5.75,5.7,3.53,2930
0.43,4,3,8,62.4,54.0,4.84,4.87,3.03,1318
0.5,4,1,6,61.8,57.0,5.09,5.11,3.15,1322
0.71,2,5,2,58.4,63.0,5.85,5.8,3.4,2343
0.77,4,2,4,62.4,56.0,5.89,5.85,3.66,2479
0.5,4,2,7,62.5,53.0,5.09,5.12,3.19,1648
0.33,3,1,8,62.1,58.0,4.39,4.43,2.74,694
0.36,4,4,4,60.9,57.0,4.58,4.61,2.8,726
1.0,4,5,4,61.5,55.0,6.47,6.44,3.97,6989
1.21,4,4,3,61.2,59.0,6.8,6.85,4.18,7349
0.4,2,3,3,63.3,58.0,4.69,4.66,2.96,840
0.7,2,4,4,58.9,57.0,5.79,5.85,3.43,2400
0.91,2,3,5,60.9,54.0,6.27,6.38,3.85,4590
0.3,4,4,6,61.5,58.0,4.3,4.35,2.66,694
0.37,3,4,4,61.9,58.0,4.6,4.54,2.83,957
0.71,4,5,6,61.2,57.0,5.73,5.8,3.53,4030
0.33,3,3,6,61.2,57.0,4.44,4.42,2.71,965
0.75,3,2,4,60.8,57.0,5.9,5.87,3.58,2484
1.0,1,5,2,63.5,56.0,6.31,6.38,4.03,4620
0.8,3,3,2,59.7,62.0,6.02,5.98,3.58,2484
0.7,2,4,2,60.9,58.0,5.7,5.77,3.49,1940
0.27,3,5,5,61.5,58.0,4.17,4.22,2.58,470
0.36,4,2,8,61.6,56.0,4.56,4.59,2.82,912
0.57,4,3,5,59.3,57.0,5.42,5.45,3.23,1942
0.93,3,4,3,58.8,60.0,6.49,6.37,3.78,4010
0.7,3,2,5,61.9,56.0,5.7,5.67,3.52,2367
0.56,1,5,5,61.7,65.0,5.21,5.23,3.22,1938
0.3,4,4,5,61.9,55.0,4.28,4.3,2.66,673
0.35,4,2,4,61.2,56.0,4.53,4.56,2.78,571
0.57,3,2,4,60.1,61.0,5.4,5.29,3.21,1414
0.32,4,4,5,61.1,57.0,4.42,4.45,2.71,652
0.54,4,3,6,61.8,56.0,5.23,5.25,3.24,1985
1.0,3,4,4,61.3,59.0,6.39,6.35,3.9,5347
1.28,4,0,3,61.2,57.0,7.02,6.96,4.28,4967
0.5,0,4,2,65.5,54.0,5.06,4.92,3.25,1031
0.58,4,6,7,62.2,56.0,5.34,5.36,3.33,3741
1.12,4,4,2,61.6,57.0,6.68,6.66,4.11,4720
0.54,1,5,2,63.8,54.0,5.17,5.18,3.3,1163
0.5,1,3,6,61.2,63.3,5.06,5.08,3.1,1690
0.72,2,3,5,60.1,63.0,5.86,5.82,3.51,3024
0.35,4,3,5,62.6,54.0,4.56,4.52,2.84,906
0.34,3,5,3,61.9,59.0,4.48,4.44,2.76,765
0.53,4,2,8,60.2,56.0,5.29,5.32,3.19,1712
0.29,4,6,5,62.9,55.0,4.25,4.21,2.66,647
0.32,2,4,2,63.1,56.0,4.38,4.34,2.75,540
0.71,3,5,3,59.1,61.0,5.84,5.8,3.44,2863
1.07,3,3,5,62.0,58.0,6.59,6.53,4.07,6730
0.31,4,5,4,61.6,57.0,4.35,4.38,2.69,680
1.01,2,1,3,59.7,60.0,6.49,6.55,3.89,4186
0.24,2,5,7,60.6,59.0,4.0,4.02,2.43,521
0.37,1,6,3,63.7,55.0,4.59,4.55,2.91,874
0.32,4,2,4,62.0,55.0,4.39,4.42,2.73,505
0.71,3,5,3,60.1,60.0,5.78,5.73,3.45,2552
0.4,1,2,2,63.8,57.0,4.7,4.67,2.99,720
1.24,3,5,2,60.8,57.0,6.98,6.94,4.23,4278
0.32,4,4,4,61.1,57.0,4.4,4.44,2.7,645
0.39,4,3,7,60.7,56.0,4.73,4.77,2.88,1359
0.35,4,5,2,61.7,56.0,4.53,4.55,2.8,491
0.31,2,6,3,63.5,55.0,4.3,4.27,2.72,732
0.93,1,3,3,63.8,58.0,6.09,6.14,3.9,4452
0.3,3,2,3,62.9,59.0,4.28,4.24,2.68,554
1.04,3,3,5,62.0,56.0,6.53,6.46,4.03,6996
0.38,4,6,4,61.5,56.0,4.66,4.7,2.88,954
0.31,1,4,4,63.7,59.0,4.26,4.31,2.73,583
0.95,2,0,5,62.4,57.0,6.25,6.29,3.91,3365
1.01,1,3,5,64.0,60.0,6.29,6.33,4.04,6509
0.58,0,4,2,64.7,56.0,5.31,5.24,3.41,1088
0.36,3,4,3,61.1,59.0,4.55,4.59,2.79,600
1.01,4,3,5,62.4,56.0,6.37,6.42,3.99,6066
0.3,3,4,4,61.6,58.0,4.29,4.31,2.65,605
0.41,4,0,4,61.7,55.0,4.79,4.81,2.96,587
0.52,4,4,5,62.2,55.0,5.18,5.14,3.21,1872
1.2,1,1,5,64.8,58.0,6.6,6.65,4.29,5600
0.31,3,2,5,61.4,56.0,4.39,4.37,2.69,698
0.59,2,1,3,61.7,55.2,5.39,5.41,3.33,1257
0.75,0,5,4,56.0,67.0,6.18,6.08,3.43,2940
0.55,4,4,6,60.7,56.0,5.31,5.34,3.23,2259
1.02,4,1,5,60.2,57.0,6.56,6.49,3.93,4798
0.32,4,3,4,62.5,56.0,4.42,4.38,2.75,720
1.01,1,5,3,64.1,59.0,6.31,6.35,4.06,4399
1.11,4,1,3,62.3,56.0,6.59,6.64,4.12,4645
1.0,1,6,3,64.2,60.0,6.22,6.28,4.01,5093
0.4,2,3,6,61.6,58.0,4.73,4.78,2.93,925
1.01,2,2,3,62.5,58.0,6.35,6.38,3.98,4306
1.24,0,4,2,64.9,60.0,6.7,6.63,4.32,4375
0.31,4,6,3,61.7,55.0,4.37,4.41,2.71,565
0.42,2,6,5,60.7,60.0,4.81,4.88,2.94,1066
1.01,2,6,3,61.6,60.0,6.43,6.47,3.97,5443
0.38,4,4,6,61.3,55.0,4.71,4.72,2.89,963
1.01,3,4,2,58.3,58.0,6.56,6.55,3.82,3897
0.3,4,1,7,61.8,54.0,4.32,4.35,2.68,540
0.9,3,2,3,60.0,56.0,6.33,6.27,3.78,3629
0.41,3,5,2,60.6,60.0,4.83,4.8,2.92,771
0.31,4,3,8,62.2,55.0,4.35,4.4,2.72,891
0.7,4,0,3,61.0,56.0,5.69,5.82,3.51,2096
0.3,4,6,6,62.0,53.0,4.33,4.35,2.69,814
0.9,2,5,4,62.8,57.0,6.13,6.16,3.86,4419
0.35,1,2,3,63.1,58.0,4.46,4.51,2.83,491
0.7,3,4,4,60.5,58.0,5.78,5.76,3.49,2648
0.26,2,5,4,63.2,56.0,4.06,4.1,2.58,453
1.21,2,0,3,62.7,57.0,6.72,6.77,4.23,4312
0.5,4,4,4,62.7,57.0,5.08,5.1,3.19,1436
0.3,4,3,8,60.9,57.0,4.35,4.39,2.66,863
0.53,4,6,4,61.4,56.0,5.18,5.21,3.19,1659
0.5,2,4,4,60.8,61.0,5.04,5.09,3.08,1357
0.62,4,2,6,62.0,56.0,5.46,5.48,3.39,2052
0.7,1,5,2,61.0,64.0,5.63,5.69,3.45,2116
1.21,3,2,3,62.5,58.0,6.75,6.72,4.21,5948
0.77,2,4,2,59.7,57.0,5.97,6.05,3.59,2334
1.03,0,2,3,65.1,57.0,6.43,6.36,4.16,3617
0.36,4,3,6,61.5,55.0,4.58,4.62,2.83,794
0.56,4,6,8,61.9,57.0,5.28,5.31,3.28,4293
0.32,1,6,2,63.7,56.0,4.33,4.34,2.76,477
0.41,2,3,3,63.4,57.0,4.73,4.7,2.99,861
0.28,2,4,4,61.7,58.0,4.17,4.19,2.58,487
0.82,3,4,2,59.7,57.0,6.14,6.12,3.66,2867
1.01,0,5,2,64.7,55.0,6.37,6.3,4.1,4118
0.35,2,3,5,60.7,61.0,4.54,4.58,2.77,706
0.8,2,2,5,62.7,56.0,5.88,5.96,3.71,3144
0.31,4,1,5,62.4,53.0,4.33,4.36,2.71,507
0.5,4,6,4,61.9,57.0,5.09,5.06,3.14,1845
0.64,3,2,3,60.0,59.0,5.63,5.57,3.36,1274
0.7,4,4,5,61.0,55.0,5.77,5.73,3.51,2874
1.01,2,1,3,62.8,58.0,6.37,6.4,4.01,3888
0.78,2,3,2,63.8,56.0,5.81,5.85,3.72,2759
0.36,3,5,3,62.2,59.0,4.57,4.53,2.83,756
0.7,2,5,5,61.1,55.0,5.72,5.77,3.51,3061
0.52,1,4,5,58.6,63.0,5.27,5.34,3.11,1594
0.33,3,5,4,61.1,59.0,4.45,4.49,2.73,723
0.85,4,5,2,60.7,55.0,6.14,6.19,3.74,3441
0.44,3,1,7,61.5,58.0,4.87,4.95,3.02,926
0.53,2,4,8,59.6,58.0,5.28,5.32,3.16,2395
0.33,4,4,7,61.9,55.0,4.42,4.44,2.74,955
0.25,2,3,7,63.7,54.0,3.98,4.03,2.55,451
0.23,2,5,4,60.8,58.0,3.98,4.02,2.43,402
1.44,3,5,1,61.1,62.0,7.23,7.15,4.39,5161
0.31,4,6,4,61.8,56.0,4.39,4.35,2.7,879
0.7,2,1,4,62.3,58.0,5.58,5.65,3.5,2273
0.26,3,5,7,61.8,58.0,4.14,4.11,2.55,769
0.97,1,0,4,60.0,56.0,6.4,6.46,3.86,3717
1.52,4,2,2,59.9,55.0,7.54,7.45,4.49,5277
0.57,3,4,3,61.8,57.0,5.34,5.31,3.29,1571
0.72,4,4,5,61.7,57.0,5.74,5.77,3.55,2804
1.01,1,2,3,63.1,60.0,6.37,6.41,4.03,4432
0.71,4,6,5,62.2,55.0,5.71,5.74,3.56,3192
0.5,2,3,5,61.9,59.0,5.06,5.08,3.14,1603
0.34,3,4,3,59.8,58.0,4.57,4.53,2.72,727
0.51,4,4,6,61.8,56.0,5.13,5.16,3.18,2098
0.3,4,6,7,61.3,57.0,4.32,4.29,2.64,1069
0.5,2,5,4,61.2,63.0,5.14,5.09,3.13,1623
0.31,1,2,4,63.1,57.0,4.27,4.32,2.71,489
1.14,2,3,4,63.2,58.0,6.67,6.63,4.2,6803
0.3,2,1,6,61.9,61.0,4.28,4.32,2.66,526
0.38,4,5,2,61.5,55.0,4.69,4.72,2.89,603
1.13,3,4,2,58.3,61.0,6.88,6.78,3.98,4025
0.58,4,6,3,61.1,57.0,5.41,5.36,3.29,1829
0.31,1,6,3,63.7,54.0,4.31,4.35,2.76,571
0.41,3,1,7,61.5,59.0,4.75,4.81,2.94,863
0.32,4,3,8,61.2,57.0,4.4,4.43,2.7,954
1.22,2,0,3,62.2,59.0,6.77,6.8,4.22,5029
0.9,4,5,4,62.1,57.0,6.15,6.18,3.83,4419
0.33,4,5,3,63.0,54.0,4.42,4.38,2.77,743
1.02,2,3,5,62.0,59.0,6.39,6.45,3.98,6126
0.8,3,4,2,61.7,58.0,5.98,5.94,3.68,2762
1.02,2,3,2,63.8,55.0,6.37,6.4,4.07,4501
1.23,4,2,3,62.3,57.0,6.85,6.89,4.28,5938
0.3,4,5,4,62.4,57.0,4.33,4.29,2.69,844
0.32,1,4,2,63.1,56.0,4.34,4.38,2.75,421
0.7,2,5,5,63.8,57.0,5.61,5.65,3.59,3177
0.51,3,5,3,58.8,58.0,5.28,5.23,3.09,1443
0.72,2,4,5,62.2,58.0,5.75,5.7,3.56,2804
0.25,4,4,7,60.9,57.0,4.06,4.09,2.48,575
1.04,4,1,3,61.9,54.0,6.51,6.57,4.05,4941
0.75,4,4,3,61.8,56.0,5.84,5.87,3.62,3336
0.33,4,3,6,62.6,53.0,4.45,4.43,2.78,901
0.71,3,4,5,59.1,61.0,5.84,5.81,3.44,2839
0.41,2,6,6,62.5,54.0,4.79,4.81,3.0,1160
1.05,4,0,4,62.3,56.0,6.55,6.51,4.07,4201
1.33,3,3,2,59.2,62.0,7.22,7.16,4.26,5318
0.25,2,4,6,62.8,54.0,4.0,4.03,2.52,633
1.01,4,3,2,61.6,54.0,6.4,6.45,3.96,4560
0.23,2,5,6,61.8,58.0,3.92,3.94,2.43,530
0.34,4,5,3,62.2,54.0,4.47,4.5,2.79,556
0.52,3,2,5,59.2,60.0,5.27,5.23,3.11,1577
0.9,3,4,2,61.3,59.0,6.16,6.11,3.76,3556
0.3,4,5,5,62.1,58.0,4.26,4.28,2.65,694
0.8,4,3,2,62.2,56.0,5.95,5.91,3.69,2749
0.53,2,3,5,62.3,55.0,5.15,5.18,3.22,1648
0.3,1,6,3,63.1,56.0,4.24,4.28,2.69,515
0.7,2,5,4,60.2,57.0,5.77,5.82,3.49,2593
0.51,1,4,3,64.1,58.0,5.03,5.02,3.22,1274
0.5,0,3,5,60.3,66.0,5.13,5.09,3.08,1327
0.91,2,6,3,62.3,60.0,6.15,6.21,3.85,4746
1.01,3,3,2,62.9,57.0,6.39,6.33,4.0,3750
0.28,4,3,4,62.2,54.0,4.21,4.24,2.63,497
0.79,4,5,4,62.2,55.0,5.9,5.97,3.69,3827
0.92,2,6,3,62.9,56.0,6.18,6.22,3.9,4676
0.7,3,6,4,59.6,61.0,5.8,5.77,3.45,2859
0.86,3,2,3,62.7,59.0,6.04,5.98,3.77,2851
0.3,3,4,5,61.0,58.0,4.33,4.36,2.65,570
0.78,1,3,3,63.9,64.0,5.82,5.7,3.68,2386
0.7,2,2,3,62.0,60.0,5.65,5.7,3.52,2048
0.9,2,6,3,63.4,57.0,6.13,6.1,3.88,4447
0.85,4,4,4,62.4,57.0,6.13,6.01,3.79,3641
0.32,4,1,6,61.5,56.0,4.42,4.4,2.71,720
1.09,4,5,3,61.8,55.0,6.65,6.58,4.09,6849
0.43,3,4,7,60.3,58.0,4.91,4.88,2.95,1422
0.79,2,4,3,58.5,61.0,6.03,6.08,3.54,3073
1.21,3,2,4,60.8,58.0,6.91,6.88,4.19,6710
0.23,1,5,7,59.9,65.0,3.93,3.95,2.36,439
1.01,2,4,3,62.7,57.0,6.32,6.38,3.98,5174
1.31,3,2,4,62.1,58.0,7.01,6.86,4.31,6368
0.5,1,5,3,58.5,59.0,5.2,5.23,3.05,1331
0.5,2,6,4,62.8,58.0,5.05,5.08,3.18,1752
0.5,4,3,2,60.7,56.0,5.13,5.18,3.13,1180
1.02,3,2,2,62.6,58.0,6.44,6.4,4.02,4798
0.97,3,3,3,62.6,58.0,6.24,6.18,3.89,4400
1.15,3,2,2,61.6,60.0,6.72,6.75,4.15,4743
1.01,1,2,2,57.9,59.0,6.64,6.59,3.83,3903
0.72,2,2,3,63.0,58.0,5.68,5.71,3.59,2198
1.01,4,5,3,60.8,56.0,6.48,6.51,3.95,5534
0.33,3,4,4,61.9,57.0,4.44,4.42,2.74,854
0.43,4,6,7,62.3,56.0,4.81,4.82,3.0,1584
1.18,3,1,5,62.6,59.0,6.73,6.71,4.21,5477
0.3,4,6,4,61.6,56.0,4.31,4.36,2.67,670
0.73,4,2,8,62.2,54.0,5.76,5.82,3.6,3301
0.25,2,5,6,63.2,59.0,3.98,4.0,2.52,548
1.21,3,2,2,61.9,55.0,6.84,6.79,4.22,5218
0.34,2,5,3,63.3,56.0,4.44,4.41,2.8,765
0.37,4,0,5,62.4,55.0,4.64,4.59,2.88,624
1.02,4,5,3,60.5,56.0,6.57,6.53,3.96,5493
0.54,2,4,4,62.0,59.0,5.16,5.22,3.22,1889
1.1,2,5,2,63.0,56.0,6.59,6.55,4.14,5073
0.4,3,4,3,61.7,62.0,4.76,4.71,2.92,920
1.04,3,6,2,61.0,59.0,6.54,6.51,3.98,4811
0.3,2,5,4,62.4,57.0,4.24,4.29,2.66,658
1.0,2,4,2,63.5,55.0,6.37,6.32,4.03,3858
1.01,3,5,2,60.4,60.0,6.46,6.49,3.91,4790
0.3,3,2,7,62.3,58.0,4.32,4.29,2.68,878
0.73,4,5,5,61.9,56.0,5.78,5.81,3.59,3510
0.42,2,6,2,63.1,56.0,4.8,4.74,3.01,838
0.53,2,0,3,61.5,56.0,5.18,5.21,3.19,1044
0.59,3,2,7,62.0,58.0,5.36,5.38,3.33,1883
0.54,3,3,4,58.7,62.0,5.36,5.34,3.14,1637
1.07,3,0,4,62.8,57.0,6.54,6.49,4.09,4224
0.9,1,3,3,63.7,60.0,6.11,6.07,3.88,3669
0.94,3,5,2,62.4,58.0,6.26,6.33,3.93,4098
1.02,1,3,4,63.2,57.0,6.38,6.41,4.04,6058
0.52,4,2,5,62.5,58.0,5.14,5.17,3.22,1582
0.33,4,1,3,61.0,57.0,4.45,4.47,2.72,463
0.3,2,2,4,63.5,58.0,4.27,4.24,2.7,608
1.06,2,2,2,62.8,57.0,6.49,6.57,4.1,4372
0.72,4,3,4,61.7,55.0,5.72,5.79,3.55,3344
0.7,3,3,3,62.2,58.0,5.69,5.76,3.56,2106
1.01,3,3,3,61.0,62.0,6.49,6.4,3.93,4672
1.01,3,3,3,63.0,60.0,6.34,6.3,3.98,4118
0.3,4,3,6,62.5,53.0,4.31,4.33,2.7,655
0.7,2,6,7,61.5,63.0,5.78,5.64,3.51,3920
0.37,4,2,7,62.0,53.0,4.63,4.66,2.88,815
0.3,2,1,3,62.6,57.0,4.25,4.28,2.67,405
0.86,2,1,5,61.2,58.0,6.1,6.16,3.75,2905
1.01,1,4,2,58.3,60.0,6.64,6.66,3.88,4011
0.52,2,3,5,59.5,58.0,5.21,5.28,3.12,1621
1.23,1,0,2,63.2,57.5,6.74,6.82,4.29,4992
0.31,4,6,4,62.7,55.0,4.31,4.34,2.71,734
1.16,3,4,2,61.9,59.0,6.71,6.66,4.14,4476
0.3,3,5,4,62.8,59.0,4.26,4.24,2.67,844
0.56,4,5,3,60.9,56.0,5.35,5.32,3.25,1698
0.34,2,3,6,61.7,56.0,4.47,4.51,2.77,775
0.72,4,4,4,61.1,56.0,5.92,5.8,3.55,3226
0.41,4,4,6,61.4,56.0,4.76,4.81,2.94,1115
0.65,4,5,3,61.8,55.0,5.57,5.6,3.45,1862
0.7,1,5,2,63.1,56.0,5.63,5.66,3.56,2159
0.9,2,1,4,58.7,60.0,6.28,6.35,3.71,3709
0.32,4,2,4,61.3,55.0,4.44,4.4,2.71,648
0.3,2,5,6,62.5,61.0,4.23,4.28,2.66,688
0.46,4,3,7,60.7,57.0,4.98,5.03,3.04,1453
0.86,2,2,3,59.7,59.0,6.14,6.23,3.69,3228
0.51,4,2,5,62.0,56.0,5.14,5.17,3.2,1668
0.26,4,5,5,62.1,56.0,4.09,4.12,2.55,556
1.07,4,4,3,62.3,53.0,6.57,6.59,4.1,6049
0.51,3,4,2,58.1,59.0,5.26,5.24,3.05,1052
0.31,2,2,3,61.4,55.0,4.36,4.44,2.7,446
0.7,3,3,3,61.6,58.0,5.71,5.65,3.5,2285
0.25,1,5,6,64.9,58.0,3.95,3.97,2.57,476
1.25,4,2,2,62.2,55.4,6.89,6.94,4.29,5932
1.02,4,3,4,62.6,57.0,6.43,6.41,4.02,5922
0.23,2,5,7,61.1,60.0,3.95,4.01,2.43,530
0.33,3,2,6,61.6,58.0,4.42,4.45,2.73,666
0.5,0,4,2,65.8,57.0,4.97,4.83,3.23,938
0.32,4,1,4,62.9,57.0,4.4,4.37,2.76,576
1.02,3,6,2,59.3,60.0,6.56,6.52,3.88,4583
0.87,2,4,2,61.0,63.0,6.22,6.07,3.75,2851
0.71,3,5,4,62.2,59.0,5.71,5.61,3.52,3062
0.32,2,3,5,62.1,55.0,4.41,4.44,2.75,645
1.2,3,5,3,60.9,57.0,6.86,6.8,4.16,7274
1.01,3,4,2,61.1,57.0,6.48,6.44,3.95,3903
0.34,4,2,5,62.4,55.0,4.48,4.5,2.8,615
1.22,3,2,4,62.7,58.0,6.77,6.73,4.23,5930
0.33,4,3,8,61.2,56.0,4.47,4.51,2.75,946
0.33,4,1,8,61.2,56.0,4.46,4.49,2.74,862
1.24,2,2,2,61.0,59.0,6.93,7.0,4.25,5231
0.37,3,5,4,60.2,58.0,4.68,4.65,2.81,971
0.71,2,6,3,61.7,56.0,5.68,5.8,3.54,2913
1.01,4,5,2,61.7,57.0,6.5,6.47,4.0,4044
1.13,2,2,4,61.7,56.0,6.65,6.73,4.13,5625
0.72,3,4,3,60.1,59.0,5.83,5.81,3.5,2492
0.34,4,5,3,62.7,55.0,4.47,4.46,2.8,765
0.27,4,3,4,61.6,54.0,4.17,4.2,2.58,490
0.97,0,4,2,67.2,61.0,6.09,6.0,4.06,2338
0.54,2,6,4,61.1,55.0,5.24,5.37,3.24,1892
0.8,4,4,2,61.8,56.0,5.97,6.0,3.7,2564
1.23,4,2,1,61.8,56.0,6.85,6.91,4.25,4025
1.01,0,5,1,64.5,58.0,6.29,6.21,4.03,2788
1.23,3,2,4,62.9,57.0,6.84,6.77,4.28,7089
0.42,4,3,6,61.7,56.0,4.84,4.88,3.0,1571
0.39,4,4,3,61.3,56.0,4.69,4.72,2.88,919
0.76,4,5,5,60.5,56.0,5.94,5.99,3.61,3649
0.32,2,3,7,60.9,57.0,4.41,4.44,2.69,676
1.18,3,0,2,61.3,60.0,6.78,6.83,4.17,4197
1.07,3,3,4,62.5,57.0,6.58,6.5,4.09,6644
1.24,4,2,3,62.5,56.0,6.92,6.88,4.31,6095
1.0,2,6,2,63.2,57.0,6.24,6.32,3.97,4628
0.24,2,5,7,63.1,55.0,3.96,4.0,2.51,485
1.58,0,2,3,64.7,58.0,7.28,7.22,4.69,7333
0.32,3,3,4,62.5,58.0,4.38,4.36,2.73,720
0.37,4,4,5,61.0,55.0,4.66,4.69,2.85,703
0.39,3,3,5,61.7,62.0,4.69,4.65,2.88,951
0.55,2,2,4,62.0,55.2,5.28,5.31,3.28,1548
0.64,4,5,3,60.9,57.0,5.56,5.58,3.39,2215
0.5,2,0,4,63.4,58.0,5.07,5.02,3.2,1023
0.6,4,3,4,60.4,57.0,5.49,5.51,3.32,1861
1.26,2,2,2,62.2,57.0,6.86,6.9,4.28,5736
1.11,2,3,5,61.5,57.6,6.66,6.7,4.11,7503
0.7,2,5,3,63.5,59.0,5.53,5.49,3.5,2838
1.04,3,3,4,62.5,58.0,6.47,6.43,4.03,6290
0.52,3,5,1,60.8,60.0,5.2,5.17,3.15,1037
0.44,2,3,3,60.3,58.0,4.94,4.99,2.99,786
0.7,3,3,3,61.6,61.0,5.7,5.63,3.49,2285
1.21,4,0,5,62.3,55.0,6.86,6.81,4.26,5421
0.31,4,2,7,62.3,54.0,4.37,4.4,2.73,687
1.0,1,3,2,57.4,60.0,6.63,6.53,3.78,3941
0.42,4,3,5,61.9,56.0,4.77,4.82,2.97,921
1.0,3,4,3,61.6,60.0,6.31,6.41,3.9,5197
